"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003071646","00500225","統計表 飲用牛乳等移入量（都道府県別・月別）","13","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071647","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ３月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071648","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ７月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071649","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） 11月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071666","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ２月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071667","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ６月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071668","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） 10月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071685","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） 年計","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071686","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ４月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071687","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ８月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071688","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） 12月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071705","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） １月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071706","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ５月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071707","00500225","統計表 飲用牛乳等移出入量（都道府県別・月別） ９月分","14","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071708","00500225","統計表 乳製品生産量（全国・北海道・都府県、月別）","15","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2024-03-11"
"0003071669","00500225","統計表 乳製品の在庫量（全国）","16","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071650","00500225","統計表 牛乳処理場及び乳製品工場数 牛乳処理場・乳製品工場数（都道府県別）（平成23年12月31日現在）","17","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071651","00500225","統計表 牛乳処理場及び乳製品工場数 常用従業者数規模別の工場数（全国）（12月31日現在）","17","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071670","00500225","統計表 牛乳処理場及び乳製品工場数 12月の１日当たり生乳処理量規模別の工場処理場数（都道府県別）（平成23年12月31日現在）","17","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071689","00500225","統計表 牛乳処理場及び乳製品工場数 飲用牛乳等及び乳飲料を製造した工場数 （都道府県別）（平成23年12月31日現在）","17","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071709","00500225","統計表 牛乳処理場及び乳製品工場数 乳製品を製造した工場数（都道府県別）（平成23年12月31日現在）","17","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071690","00500225","統計表 牛乳・乳製品の生産能力等（全国）（12月31日現在）","18","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071671","00500225","統計表 飲用牛乳等の容器・容量別工場数（全国）（10月現在） 加工乳・成分調整牛乳","19","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071710","00500225","統計表 飲用牛乳等の容器・容量別工場数（全国）（10月現在） 牛乳","19","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071577","00500225","統計表 生乳生産量（都道府県別・月別）","2","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071672","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域別）","2","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071652","00500225","統計表 飲用牛乳等の容器・容量別生産量（都道府県別）（平成23年10月） 牛乳","20","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071691","00500225","統計表 飲用牛乳等の容器・容量別生産量（都道府県別）（平成23年10月） 加工乳・成分調整牛乳","20","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071596","00500225","統計表 生乳移出量（都道府県別・月別）","3","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071653","00500225","累年統計表 生乳生産量及び用途別処理量（地方農政局等別）","3","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071616","00500225","統計表 生乳移入量（都道府県別・月別）","4","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071692","00500225","累年統計表 牛乳等生産量（全国）","4","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071597","00500225","統計表 生乳移出入量（都道府県別・月別） ２月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071617","00500225","統計表 生乳移出入量（都道府県別・月別） ３月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071637","00500225","統計表 生乳移出入量（都道府県別・月別） 年計","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071638","00500225","統計表 生乳移出入量（都道府県別・月別） １月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071639","00500225","統計表 生乳移出入量（都道府県別・月別） ５月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071640","00500225","統計表 生乳移出入量（都道府県別・月別） ９月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071658","00500225","統計表 生乳移出入量（都道府県別・月別） ４月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071659","00500225","統計表 生乳移出入量（都道府県別・月別） ８月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071660","00500225","統計表 生乳移出入量（都道府県別・月別） 12月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071678","00500225","統計表 生乳移出入量（都道府県別・月別） ６月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071679","00500225","統計表 生乳移出入量（都道府県別・月別） 10月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071698","00500225","統計表 生乳移出入量（都道府県別・月別） ７月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071699","00500225","統計表 生乳移出入量（都道府県別・月別） 11月分","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071712","00500225","累年統計表 牛乳等生産量（全国農業地域別）","5","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071641","00500225","統計表 生乳処理量（用途別都道府県別・月別） 処理量計","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071642","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量のうちチーズ向け処理量","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071661","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071662","00500225","統計表 生乳処理量（用途別都道府県別・月別） その他向け処理量のうち欠減","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071673","00500225","累年統計表 牛乳等生産量（地方農政局等別）","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071680","00500225","統計表 生乳処理量（用途別都道府県別・月別） 牛乳等向け処理量","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071681","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量のうちクリーム等向け処理量","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071700","00500225","統計表 生乳処理量（用途別都道府県別・月別） 牛乳等向け処理量のうち業務用向け処理量","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071701","00500225","統計表 生乳処理量（用途別都道府県別・月別） その他向け処理量","6","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071643","00500225","統計表 牛乳等生産量（全国農業地域別・牛乳等内訳）","7","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
"0003071654","00500225","累年統計表 乳製品生産量（全国）","7","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2024-03-11"
"0003071644","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳のうち学校給食用","8","牛乳乳製品統計調査","確報","平成23年牛乳乳製品統計","年次","201101-201112","2013-03-29"
