"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY5","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003061544","00400001","6","収容人員別　学級数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003061545","00400001","6","収容人員別　学級数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061546","00400001","6","収容人員別　学級数（うち国立私立　都道府県別）（再掲）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045832","00400001","7","学年別　児童数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046044","00400001","8","学級編制方式別　児童数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046045","00400001","8","学級編制方式別　児童数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046046","00400001","9","学年別　特別支援学級児童数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046047","00400001","9","学年別　特別支援学級児童数（都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003003358","00400001","27","都道府県別　学校数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2012-03-01"
"0003046093","00400001","28","都道府県別　学級数別　学校数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003046094","00400001","28","都道府県別　学級数別　学校数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003046191","00400001","29","中高一貫教育を行う学校数（再掲）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003046095","00400001","30","類型別　学校数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003046096","00400001","31","都道府県別  生徒数別  学校数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003046097","00400001","31","都道府県別  生徒数別  学校数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003046098","00400001","32","編制方式別　学級数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046099","00400001","32","編制方式別　学級数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046100","00400001","33","収容人員別　学級数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003046101","00400001","33","収容人員別　学級数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003048016","00400001","33","収容人員別　学級数（再掲）（うち国立私立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046102","00400001","34","学年別　生徒数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046103","00400001","35","学級編制方式別　生徒数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046104","00400001","35","学級編制方式別　生徒数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046105","00400001","36","学年別　特別支援学級生徒数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046106","00400001","36","学年別　特別支援学級生徒数（都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046107","00400001","37","種類別　特別支援学級生徒数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003046297","00400001","38","外国人生徒数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
